source,target,repo,commit,path,line,source PEs,target PEs,cardinalities,properties,source APIs,target APIs,commit URL,mig id
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,179:179,function call,function call,one-to-one,,Vertical,Vertical,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,179:179,function call,function call,one-to-one,,QSplitter,QSplitter,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,190:190,function call,function call,one-to-one,,QSplitter,QSplitter,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,190:190,function call,function call,one-to-one,,Horizontal,Horizontal,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,1:1,import,import,not applicable,,PyQt5.QtCore,PySide2.QtCore,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,2:2,import,import,not applicable,,PyQt5.QtCore.Qt,PySide2.QtCore.Qt,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,nwbn_conversion_tools/gui/nwbn_conversion_gui.py,3:3,import,import,not applicable,,"PyQt5.QtWidgets.QMainWindow, PyQt5.QtWidgets.QWidget, PyQt5.QtWidgets.QApplication, PyQt5.QtWidgets.QAction, PyQt5.QtWidgets.QPushButton, PyQt5.QtWidgets.QLineEdit, PyQt5.QtWidgets.QTextEdit, PyQt5.QtWidgets.QVBoxLayout, PyQt5.QtWidgets.QGridLayout, PyQt5.QtWidgets.QSplitter, PyQt5.QtWidgets.QLabel, PyQt5.QtWidgets.QFileDialog, PyQt5.QtWidgets.QMessageBox, PyQt5.QtWidgets.QComboBox, PyQt5.QtWidgets.QScrollArea, PyQt5.QtWidgets.QStyle, PyQt5.QtWidgets.QGroupBox, PyQt5.QtWidgets.QCheckBox","PySide2.QtWidgets.QMainWindow, PySide2.QtWidgets.QWidget, PySide2.QtWidgets.QApplication, PySide2.QtWidgets.QAction, PySide2.QtWidgets.QPushButton, PySide2.QtWidgets.QLineEdit, PySide2.QtWidgets.QTextEdit, PySide2.QtWidgets.QVBoxLayout, PySide2.QtWidgets.QGridLayout, PySide2.QtWidgets.QSplitter, PySide2.QtWidgets.QLabel, PySide2.QtWidgets.QFileDialog, PySide2.QtWidgets.QMessageBox, PySide2.QtWidgets.QComboBox, PySide2.QtWidgets.QScrollArea, PySide2.QtWidgets.QStyle, PySide2.QtWidgets.QGroupBox, PySide2.QtWidgets.QCheckBox",https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Devices/wire.py,16:16,import,import,not applicable,,PyQt5.QtCore,PySide2.QtCore,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/IO/file_handler.py,245-247:245-247,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/IO/file_handler.py,296-298:296-298,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/IO/file_handler.py,36:36,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/ContinuationPowerFlow/voltage_collapse_driver.py,21:21,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/ContinuationPowerFlow/voltage_collapse_driver.py,238-240:238-240,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Dynamics/transient_stability_driver.py,17:17,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Dynamics/transient_stability_driver.py,46-48:46-48,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/OPF/opf_driver.py,16:16,import,import,not applicable,,PyQt5.QtCore.QRunnable,PySide2.QtCore.QRunnable,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/OPF/opf_time_series_driver.py,21:21,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/OPF/opf_time_series_driver.py,231-233:231-233,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Optimization/optimization_driver.py,123-125:123-125,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Optimization/optimization_driver.py,17:17,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/PowerFlow/power_flow_driver.py,22:22,import,import,not applicable,,PyQt5.QtCore.QRunnable,PySide2.QtCore.QRunnable,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/PowerFlow/time_series_driver.py,22:22,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/PowerFlow/time_series_driver.py,339-341:339-341,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/ShortCircuit/short_circuit_driver.py,20:20,import,import,not applicable,,PyQt5.QtCore.QRunnable,PySide2.QtCore.QRunnable,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/StateEstimation/state_stimation_driver.py,17:17,import,import,not applicable,,PyQt5.QtCore.QRunnable,PySide2.QtCore.QRunnable,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/blackout_driver.py,19:19,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/blackout_driver.py,95-97:95-97,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/lhs_driver.py,18:18,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/lhs_driver.py,30-32:30-32,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/monte_carlo_driver.py,18:18,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/monte_carlo_driver.py,55-57:55-57,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/reliability_driver.py,153-155:153-155,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Stochastic/reliability_driver.py,18:18,import,import,not applicable,,"PyQt5.QtCore.QThread, PyQt5.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Topology/topology_driver.py,10:10,import,import,not applicable,,"PySide2.QtCore.QThread, PySide2.QtCore.QRunnable, PySide2.QtCore.pyqtSignal","PySide2.QtCore.QThread, PySide2.QtCore.QRunnable, PySide2.QtCore.Signal",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Engine/Simulations/Topology/topology_driver.py,166-168:166-168,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Analysis/gui.py,66:66,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Analysis/gui.py,67:67,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Analysis/gui.py,68:68,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Analysis/gui.py,9:11,import,import,not applicable,,"PyQt5.QtCore, PyQt5.QtGui, PyQt5.QtWidgets","PySide2.QtCore, PySide2.QtGui, PySide2.QtWidgets",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GridEditorWidget.py,18-19:18-19,import,import,not applicable,,"PyQt5.QtCore.*, PyQt5.QtSvg.QSvgGenerator","PySide2.QtCore.*, PySide2.QtSvg.QSvgGenerator",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1049:1049,function call,function call,one-to-one,,clipboard,clipboard,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1110:1110,function call,function call,one-to-one,,clipboard,clipboard,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,107:107,decorator,decorator,one-to-one,element name change,pyqtSlot,Slot,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,141:141,decorator,decorator,one-to-one,element name change,pyqtSlot,Slot,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,175:175,decorator,decorator,one-to-one,element name change,pyqtSlot,Slot,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,210:210,decorator,decorator,one-to-one,element name change,pyqtSlot,Slot,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,46:46,decorator,decorator,one-to-one,element name change,pyqtSlot,Slot,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1186:,function call,,one-to-zero,,QVariant,,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1193:1193,function call,function call,one-to-one,,QStandardItemModel,QStandardItemModel,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1213:1213,function call,function call,one-to-one,,QStandardItemModel,QStandardItemModel,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1198:1198,function call,function call,one-to-one,,QStandardItem,QStandardItem,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,1204:1204,function call,function call,one-to-one,,QStandardItem,QStandardItem,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,129:129,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,161:161,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,198:198,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,29:29,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,87:87,function call,function call,one-to-one,element name change,pyqtSignal,Signal,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/GuiFunctions.py,18-20:18-20,import,import,not applicable,,"PyQt5.QtWidgets.*, PyQt5.QtCore, PyQt5.QtGui.*","PySide2.QtWidgets.*, PySide2.QtCore, PySide2.QtWidgets, PySide2.QtGui, PySide2.QtGui.*",https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/GridCalMain.py,57:57,import,import,not applicable,,PyQt5.QtWidgets,PySide2.QtWidgets,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2033:2051,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2034:2052,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2035:2053,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2036:2054,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2037:2055,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2038:2056,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2039:2057,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2040:2058,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2041:2059,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2042:2060,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2043:2061,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2044:2062,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2045:2063,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2046:2064,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2047:2065,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2048:2066,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,src/GridCal/Gui/Main/MainWindow.py,2049:2067,function call,function call,one-to-one,argument addition,translate,translate,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
